,Milliseconds,RotationVectorX,RotationVectorY,RotationVectorZ,RotationVectorcos,RotationVectorheadingAccuracy,GPSLatitude,GPSLongitude,GPSAltitude,CompassX,CompassY,CompassZ,GyroscopeX,GyroscopeY,GyroscopeZ,AccelerometerX,AccelerometerY,AccelerometerZ,GravityX,GravityY,GravityZ,AccelerometerLinearX,AccelerometerLinearY,AccelerometerLinearZ
0,0.0,0.009418341,-0.017837945,0.28198984,0.9592053,0.17453292,35.70024888435004,51.350769922680826,1186.7227783203125,0.995727952115568,24.572031569526075,-13.220548426044795,0.0,0.0,0.0,0.317062022023585,0.548705715952127,9.785944885084561,-7.957758901833145e-08,-3.994413089181137e-08,9.806650600921692,-0.1457039399734961,-0.03020286521612088,0.2214263854358599
1,25.0,0.011037826,-0.019879965,0.27983117,0.9597799000000001,0.17453292,35.70024888435004,51.350769922680826,1186.7227783203125,-1.498696651116505,22.079706736328458,-11.898637533007204,0.0,0.0,0.0,0.02172156852960483,0.36835331024786316,9.475255937007518,-0.016786389511995126,-0.03251097267109082,9.806581482224288,0.16701650792621842,0.13607485554904541,-0.5557791828825225
2,50.0,0.012302916499999999,-0.019526873,0.27935374,0.95991087,0.17453292,35.70024888435004,51.350769922680826,1186.7227783203125,-0.10876630510707336,23.822410537645812,-11.054720809818276,0.0,0.0,0.0,-0.14923596204439402,0.2636089511995091,9.276030384807962,1.2613740024702835e-07,7.755976116907703e-08,9.806650230661694,-0.18573351336295968,0.2980676551479899,-0.5216589613213779
3,75.0,0.012653128999999999,-0.019143596000000002,0.27905524,0.9600008,0.17453292,35.70024888435004,51.350769922680826,1186.7227783203125,-0.06392752433740251,23.875890756660976,-12.42141923796782,0.0,0.0,0.0,0.27974785035935706,0.9082569251781885,10.569552491152393,-1.7675774449665838e-07,-1.065052629978247e-07,9.806650950428528,-0.12446318908403076,0.06181213324026108,-0.39009571760521616
4,100.0,0.014002666,-0.020120353,0.28258952,0.95892763,0.17453292,35.70024888435004,51.350769922680826,1186.7227783203125,1.1208874790688579,23.07228219991565,-11.649521095686113,0.0,0.0,0.0,0.47308258183692165,0.03369060192251988,9.808274835546253,-0.0013685421639348938,4.1765639075819205e-05,9.806650323146794,0.1450709685809732,0.3999927365894164,0.4488094229442079
5,125.0,0.014222885,-0.020270788999999997,0.2843299,0.9584065999999999,0.17453292,35.70024888435004,51.350769922680826,1186.7227783203125,1.2226324459252833,24.0372628212029,-10.905539022358754,0.0,0.0,0.0,-0.34341865148170003,0.18981524591578935,11.348669239524295,-2.7254596940418097e-07,-1.8427254833142115e-07,9.806649783464803,0.01854105617822611,-0.0003059878355323384,-0.423017755788173
6,150.0,0.014459462,-0.01976646,0.28544357,0.95808256,0.17453292,35.70024888435004,51.350769922680826,1186.7227783203125,0.9733091890548874,23.08535284935908,-11.636884869036209,0.0,0.0,0.0,0.05145122491902143,-0.3785055905408602,9.970659261141941,-1.213137701405742e-09,-2.1940746719462112e-08,9.806650839582431,-0.13923110659935367,0.017066991383175564,0.8740422173554342
7,175.0,0.01251929,-0.019696707,0.28463763,0.9583511,0.17453292,35.70024888435004,51.350769922680826,1186.7227783203125,-0.7560285503520983,24.42046966845499,-11.037551311269201,0.0,0.0,0.0,0.14167412729606765,-0.3464379346498624,10.494595946323585,2.4720414454337813e-07,1.6630972016207224e-07,9.806650225061876,0.12425778413858635,-0.49534897509685083,0.2862783807371252
8,200.0,0.010740316000000001,-0.020105032,0.28897896,0.95706403,0.17453292,35.70024888435004,51.350769922680826,1186.7227783203125,0.8637939549408482,23.03155076454665,-12.485557084414019,0.0,0.0,0.0,0.10764492414209842,0.3683880514656273,10.5993325590296,-0.03497531625732381,0.0041465857088019975,9.806586917198514,0.07118712994989951,-0.07136462619120366,0.4084485739107477
9,225.0,0.010769057,-0.020672424,0.29030973,0.9566488000000001,0.17453292,35.70024888435004,51.350769922680826,1186.7227783203125,0.7678256424765317,22.993124116969163,-11.098933170697505,0.0,0.0,0.0,0.13593873466952483,-0.2262726037333444,9.597036165266742,-3.579099638884031e-08,-2.840931656589163e-08,9.806650331354273,0.477712556204404,-0.05529678339740627,0.008320116458047071
10,250.0,0.010944078000000001,-0.02112813,0.2901614,0.95668185,0.17453292,35.70024888435004,51.350769922680826,1186.7227783203125,-0.22420668165619007,23.176424677980194,-10.423970439043147,0.0,0.0,0.0,0.534931128694903,0.14500812813463354,8.529335178629108,-1.1027435592447787e-07,-6.707428662489079e-08,9.806650474560291,0.10259162122905897,0.0810169278657626,-0.2574917047613622
11,275.0,0.0114693595,-0.02232236,0.29060328,0.9565145,0.17453292,35.70024888435004,51.350769922680826,1186.7227783203125,0.004924881070979159,21.640427181243084,-11.120436006022468,0.0,0.0,0.0,-0.08720274761418428,0.31032022790704816,9.800741981132067,2.5124004521259735e-07,1.334361803828621e-07,9.806650123415764,0.2668955009979959,0.22516557675570148,-0.5160347772818394
12,300.0,0.012069181000000002,-0.022644242000000002,0.29299309999999995,0.9557701999999999,0.17453292,35.70024888435004,51.350769922680826,1186.7227783203125,1.6323684271154857,22.817444892033993,-10.29927646928498,0.0,0.0,0.0,-0.7649379678318161,0.5580829411192068,10.688922730165645,1.7289071069237494e-07,9.815251150735449e-08,9.80664992382879,0.04689227465522142,0.1659319838665429,-0.035667214915826743
13,325.0,0.013881323000000001,-0.02362503,0.29209557,0.9559965,0.17453292,35.70024888435004,51.350769922680826,1186.7227783203125,-0.05246145840434313,21.699166806718818,-11.005254085878862,0.0,0.0,0.0,-0.376093625179296,-0.1642978881025931,8.70771227682063,-1.3633662104828304e-07,-8.511749499673371e-08,9.80665031450999,0.1706414545985745,-0.008823552307297367,-0.8353501951063632
14,350.0,0.013805227,-0.022872778,0.29279834,0.9558009,0.17453292,35.70024888435004,51.350769922680826,1186.7227783203125,0.697528424189953,23.101549253720712,-11.624534940696638,0.0,0.0,0.0,-0.30227831638796504,0.5929765577539823,9.698074140738953,-4.053365676437437e-08,-1.0487564150452044e-08,9.806649960734083,-0.18229719842827696,0.09026980639360292,-0.08057248756123557
15,375.0,0.014050432,-0.022490105,0.29242218,0.9559216,0.17453292,35.70024888435004,51.350769922680826,1186.7227783203125,-0.11673094459754346,24.257289984159605,-10.910922900891268,0.0,0.0,0.0,0.1439172858091881,-0.27967533994312144,9.569408931457017,1.3523392206060691e-07,8.516049448958896e-08,9.806650454044457,-0.11734532251681268,0.03409530636229354,0.42047133748238696
16,400.0,0.014062399,-0.02240471,0.2905507,0.9564939,0.17453292,35.70024888435004,51.350769922680826,1186.7227783203125,-1.256480092483894,20.82809512243576,-9.020882219362873,0.0,0.0,0.0,-0.12274505215846351,-0.1904105089803002,10.384419299299676,4.715021623136195e-08,1.0816595841234289e-08,9.806649859300938,-0.03283696235980929,0.00548582624536525,-0.2160088817764138
17,425.0,0.01458466,-0.022103084,0.291043,0.9563434000000001,0.17453292,35.70024888435004,51.350769922680826,1186.7227783203125,-0.4867463949701765,22.2401201163812,-9.607687489530766,0.0,0.0,0.0,-0.11553740709951787,0.29948126023784427,10.623517426673299,-3.986155150403903e-08,-4.1380179394145955e-08,9.806649995223276,-0.13515698931778625,0.05392867696309582,0.4509418973636936
18,450.0,0.014465714,-0.02234127,0.29188259999999994,0.9560837999999999,0.17453292,35.70024888435004,51.350769922680826,1186.7227783203125,0.48832366162430346,22.070008507063903,-10.273515263688655,0.0,0.0,0.0,0.3486303681927335,0.028507227315485772,10.053933046671466,2.0719773785593532e-07,1.393197486820874e-07,9.806649851008618,0.07421221684972036,-0.01560171935433753,0.06224520011473184
19,475.0,0.014711267,-0.02298937,0.29058972,0.9564584,0.17453292,35.70024944195011,51.35040094887478,1186.27783203125,-1.0378186349156384,21.854920367800133,-9.62839440728441,0.0,0.0,0.0,-0.22269160866065407,0.3345272453181455,10.10227043281874,-1.518619002771615e-08,-2.192627390762425e-08,9.806650586137817,0.13806678307780212,0.11826483940891233,0.12773047749759578
20,500.0,0.014577446,-0.022776397,0.2899947,0.95664614,0.17453292,35.70024944195011,51.35040094887478,1186.27783203125,-0.35317659391041717,22.33009498251648,-11.663554329177536,0.0,0.0,0.0,0.2735163555776433,0.2745948754350604,10.965087659254653,1.150502132452047e-08,-9.711421944391674e-09,9.806650539030063,-0.0471693729641684,-0.0473974622765501,0.7840055549460899
21,525.0,0.014641705,-0.022978004,0.2903599,0.95652956,0.17453292,35.70024944195011,51.35040094887478,1186.27783203125,-0.3904276406122115,22.303941456068976,-10.969951275969851,0.0,0.0,0.0,-0.1452412408972225,0.4665535175831404,10.985919534777475,1.1638304481254025e-07,7.127360390768445e-08,9.806650290933016,-0.04862695276471813,-0.27968924554723007,-0.2842918630992433
