Milliseconds,X,Y,Z,cos,headingAccuracy
34401,-0.99495596,-0.10030391,6.696726E-4,0.0011730054,0.17453292
34500,-0.9949582,-0.10028164,6.915117E-4,0.0011077381,0.17453292
34600,-0.9949613,-0.1002519,7.2134705E-4,0.0010137525,0.17453292
34700,-0.9949289,-0.10057392,4.9795024E-4,0.0010375124,0.17453292
34800,-0.9949343,-0.10051985,5.294203E-4,0.0010935486,0.17453292
34901,-0.99492526,-0.10060871,4.6161833E-4,0.0011610914,0.17453292
35000,-0.99493635,-0.10049869,5.3310324E-4,0.0012012781,0.17453292
35100,-0.9949096,-0.100764334,3.5290196E-4,0.0011795078,0.17453292
35200,-0.9949872,-0.09999673,1.17215175E-4,0.0010889325,0.17453292
35300,-0.99492145,-0.10064646,4.629302E-4,0.0011842574,0.17453292
35401,-0.9947601,-0.102218114,5.334901E-4,0.0018681092,0.17453292
35500,-0.9951322,-0.09854339,2.721142E-4,0.0010130047,0.17453292
35600,-0.9951056,-0.09880181,7.7534595E-4,0.0015336704,0.17453292
35700,0.9951598,0.09818308,0.0040167943,9.7357435E-4,0.17453292
35801,-0.9965269,-0.08253592,0.0035449602,0.010461173,0.17453292
35900,-0.99817944,-0.05359877,0.015541858,0.022877648,0.17453292
36000,-0.99858826,-0.036680996,0.020483052,0.032502875,0.17453292
36100,-0.99905664,-0.015243027,0.022475049,0.033886824,0.17453292
36200,-0.9993825,0.0035509202,0.023183055,0.026163228,0.17453292
36301,-0.9989832,0.027364185,0.029010288,0.021026436,0.17453292
36400,-0.9984861,0.04112941,0.03224238,0.01715675,0.17453292
36500,-0.9979612,0.053027354,0.029655939,0.019546872,0.17453292
36600,-0.99584377,0.08336329,0.030090267,0.02098447,0.17453292
36700,-0.9952527,0.09328717,0.016454993,0.022333033,0.17453292
36801,-0.99482083,0.100253716,0.009243016,0.013973371,0.17453292
36900,-0.9953816,0.09521287,9.991665E-4,0.012204433,0.17453292
37000,-0.9947419,0.10218968,-0.002439537,0.006314692,0.17453292
37100,0.9956201,-0.09203717,0.016389584,0.0010977022,0.17453292
37200,0.99385476,-0.097475246,0.04981535,0.016421886,0.17453292
37301,0.9909015,-0.097576216,0.09157458,0.014393364,0.17453292
37400,0.9861014,-0.051639263,0.1576337,0.009434934,0.17453292
37500,0.9791638,-0.035101876,0.19992863,0.005884763,0.17453292
37600,-0.9696168,0.011951762,-0.2443243,0.0024781094,0.17453292
37700,-0.95445,-0.015192964,-0.29783875,0.009297909,0.17453292
37801,-0.9377672,-0.034824643,-0.34517252,0.015356456,0.17453292
37900,-0.92078924,-0.040700052,-0.38737896,0.02069269,0.17453292
38000,-0.89515615,-0.05676175,-0.44130984,0.026817326,0.17453292
38100,-0.8578012,-0.091358125,-0.50305593,0.052588426,0.17453292
38200,-0.83671224,-0.09309094,-0.53650135,0.058420956,0.17453292
38301,-0.8158798,-0.092747286,-0.56702715,0.06494807,0.17453292
38400,-0.79938227,-0.09447398,-0.5892299,0.069790825,0.17453292
38500,-0.7767792,-0.099600226,-0.6158851,0.085903786,0.17453292
38600,-0.76224583,-0.10352015,-0.63227886,0.09213196,0.17453292
38700,-0.7538613,-0.09946578,-0.64277196,0.09297267,0.17453292
38800,-0.74650913,-0.09985062,-0.6509888,0.09469719,0.17453292
38901,-0.74632347,-0.095558554,-0.65243673,0.090532325,0.17453292
39000,-0.74097794,-0.0945899,-0.65848446,0.091665804,0.17453292
