Milliseconds,X,Y,Z
3,-0.1484485,9.805518,-0.012971918
101,-0.14690322,9.805459,-0.042233814
202,-0.13727014,9.805146,-0.10324991
301,-0.1825844,9.8044,-0.103852965
401,-0.09672314,9.806169,-0.009648553
502,-0.12726864,9.805288,0.10251618
601,-0.22260533,9.804121,-0.006737447
701,-0.12797305,9.805604,0.06432999
803,-0.12894665,9.805174,0.11100084
901,-0.18089508,9.804918,-0.035315935
1002,-0.1625931,9.805242,0.03456575
1102,-0.16137311,9.804879,0.09322333
1201,-0.14704195,9.802396,0.24858198
1302,-0.11883318,9.804578,0.1628774
1401,-0.14880905,9.804454,0.14465103
1502,-0.09611717,9.805228,0.13657215
1602,-0.1527614,9.804238,0.15479892
1701,-0.13436143,9.805362,0.08497927
1802,-0.1428939,9.805517,0.04249756
1901,-0.11265736,9.805853,0.05434244
2003,-0.15761468,9.805309,-0.03815781
2103,-0.1941844,9.804708,0.019643271
2203,-0.21929005,9.804194,0.008783378
2303,-0.10923742,9.805684,-0.08373463
2402,-0.09458348,9.803861,-0.21393076
2502,-0.1067986,9.803016,-0.24467276
2603,-0.08995263,9.79967,-0.35883442
2703,-0.13979946,9.79992,-0.33528158
2802,-0.15907443,9.804542,-0.12666297
2902,-0.070369124,9.806369,-0.023627762
3002,-0.07465325,9.805678,-0.11609007
3102,-0.06074668,9.80448,-0.19716834
3202,-0.06930694,9.801964,-0.2951135
3302,-0.046640903,9.800187,-0.35289747
3401,-0.073482126,9.803283,-0.24626076
3502,-0.07029097,9.8028965,-0.2620314
3601,-0.06935023,9.804874,-0.17323422
3702,-0.041885972,9.806193,-0.08493385
3801,-0.058420844,9.806432,0.029348332
3902,-0.034681886,9.806583,0.0104159815
4001,-0.01742554,9.80222,-0.29422337
4101,-0.057824075,9.794984,-0.47468913
4202,-0.055930417,9.803368,-0.24747412
4301,-0.050264172,9.804068,0.21935664
4402,-0.025264276,9.788796,0.5909509
4501,-0.039618112,9.800881,0.3339719
4602,-0.048662845,9.806378,-0.05434524
4702,0.016849695,9.806627,-0.012627202
4801,-7.564079E-4,9.806636,-0.016543372
4903,-0.01986852,9.805644,-0.13903087
5003,0.0032045436,9.803674,-0.24158311
5103,-0.01578096,9.806397,-0.06857151
5202,-0.0040774816,9.8036175,-0.24384749
5303,-0.028468907,9.798174,-0.40664718
5403,-0.006929308,9.803358,-0.25397038
5503,-0.06495958,9.796269,-0.44640574
5603,-0.025231544,9.799515,-0.3731694
5703,-0.025754778,9.804866,-0.18528995
5803,-0.043103296,9.799451,-0.3732135
5902,-0.058336545,9.782839,-0.6804837
6002,0.053257212,9.764589,-0.90573466
6102,-0.015912076,9.754569,-1.0092129
6202,-0.02816365,9.750512,-1.047432
6301,0.014529513,9.736887,-1.1675663
6402,5.939545E-4,9.732109,-1.206833
6502,-0.022468904,9.746446,-1.0847484
6601,-0.0071900804,9.76362,-0.9176304
6702,-4.2076226E-4,9.774914,-0.7883242
6801,-0.030165594,9.784504,-0.6580014
6902,-0.09151648,9.795445,-0.45963776
7001,-0.10276027,9.802175,-0.27783987
7101,-0.017485334,9.804146,-0.22092968
7202,-0.021997059,9.805951,-0.11503684
7301,-0.10918967,9.804254,-0.18730152
7403,-0.0626429,9.804267,-0.20689817
7502,-0.05133517,9.805464,-0.14361064
7603,-0.05275142,9.805879,-0.11113819
7701,-0.08868795,9.806127,0.049083527
7803,-0.09511762,9.805728,0.09503382
7902,-0.093001515,9.805591,0.1101589
8003,-0.11331258,9.804879,0.14796431
8103,-0.10777303,9.804828,0.1553142
8201,-0.08836397,9.805824,0.09160398
8303,-0.11147041,9.805933,0.040393073
8403,-0.14117351,9.805452,-0.05963059
8503,-0.16019075,9.805168,0.05827439
8603,-0.11157294,9.80341,0.22603206
8701,-0.084795855,9.801037,0.32074076
8803,-0.13422316,9.802628,0.24669315
8901,-0.24319625,9.801321,-0.21294029
9002,-0.13311075,9.800559,-0.3189316
9102,-0.2225635,9.801386,-0.2317175
9201,-0.2687963,9.802186,-0.12364993
9302,-0.18691023,9.804551,-0.078867234
9402,-0.17920023,9.795702,-0.42718923
9501,-0.21485561,9.786547,-0.5896847
9601,-0.147735,9.80508,0.09466155
9702,-0.16373196,9.8041725,0.1475942
9801,-0.1315234,9.805057,-0.118135065
9902,-0.13631868,9.805223,-0.09694326
10001,-0.14498636,9.804908,-0.11465025
10101,-0.14681858,9.803833,-0.1835281
10202,-0.14383592,9.802887,-0.23046684
10302,-0.15050794,9.803101,-0.21666919
10402,-0.15716732,9.8023405,-0.24457175
10502,-0.15748867,9.802706,-0.22922313
