Milliseconds,Latitude,Longitude,Altitude
3,35.70024888435004,51.35076992268083,1186.7227783203125
27,35.70024888435004,51.35076992268083,1186.7227783203125
52,35.70024888435004,51.35076992268083,1186.7227783203125
78,35.70024888435004,51.35076992268083,1186.7227783203125
102,35.70024888435004,51.35076992268083,1186.7227783203125
127,35.70024888435004,51.35076992268083,1186.7227783203125
152,35.70024888435004,51.35076992268083,1186.7227783203125
178,35.70024888435004,51.35076992268083,1186.7227783203125
202,35.70024888435004,51.35076992268083,1186.7227783203125
228,35.70024888435004,51.35076992268083,1186.7227783203125
252,35.70024888435004,51.35076992268083,1186.7227783203125
277,35.70024888435004,51.35076992268083,1186.7227783203125
303,35.70024888435004,51.35076992268083,1186.7227783203125
328,35.70024888435004,51.35076992268083,1186.7227783203125
352,35.70024888435004,51.35076992268083,1186.7227783203125
378,35.70024888435004,51.35076992268083,1186.7227783203125
402,35.70024888435004,51.35076992268083,1186.7227783203125
427,35.70024888435004,51.35076992268083,1186.7227783203125
453,35.70024888435004,51.35076992268083,1186.7227783203125
477,35.70024944195012,51.35040094887478,1186.27783203125
502,35.70024944195012,51.35040094887478,1186.27783203125
527,35.70024944195012,51.35040094887478,1186.27783203125
552,35.70024944195012,51.35040094887478,1186.27783203125
578,35.70024944195012,51.35040094887478,1186.27783203125
602,35.70024944195012,51.35040094887478,1186.27783203125
627,35.70024944195012,51.35040094887478,1186.27783203125
653,35.70024944195012,51.35040094887478,1186.27783203125
677,35.70024944195012,51.35040094887478,1186.27783203125
702,35.70024944195012,51.35040094887478,1186.27783203125
727,35.70024944195012,51.35040094887478,1186.27783203125
753,35.70024944195012,51.35040094887478,1186.27783203125
777,35.70024944195012,51.35040094887478,1186.27783203125
802,35.70024944195012,51.35040094887478,1186.27783203125
828,35.70024944195012,51.35040094887478,1186.27783203125
852,35.70024944195012,51.35040094887478,1186.27783203125
877,35.70024944195012,51.35040094887478,1186.27783203125
902,35.70024944195012,51.35040094887478,1186.27783203125
928,35.70024944195012,51.35040094887478,1186.27783203125
952,35.70024944195012,51.35040094887478,1186.27783203125
977,35.70024944195012,51.35040094887478,1186.27783203125
1002,35.70024944195012,51.35040094887478,1186.27783203125
1028,35.70024944195012,51.35040094887478,1186.27783203125
1052,35.70024944195012,51.35040094887478,1186.27783203125
1077,35.70024944195012,51.35040094887478,1186.27783203125
1103,35.70024944195012,51.35040094887478,1186.27783203125
1127,35.70024944195012,51.35040094887478,1186.27783203125
1152,35.70024944195012,51.35040094887478,1186.27783203125
1177,35.70024944195012,51.35040094887478,1186.27783203125
1203,35.70024944195012,51.35040094887478,1186.27783203125
1227,35.70024944195012,51.35040094887478,1186.27783203125
1252,35.70024944195012,51.35040094887478,1186.27783203125
1277,35.70024944195012,51.35040094887478,1186.27783203125
1302,35.70024944195012,51.35040094887478,1186.27783203125
1328,35.70024944195012,51.35040094887478,1186.27783203125
1352,35.70024944195012,51.35040094887478,1186.27783203125
1377,35.70024944195012,51.35040094887478,1186.27783203125
1402,35.70024944195012,51.35040094887478,1186.27783203125
1428,35.70024944195012,51.35040094887478,1186.27783203125
1452,35.70024944195012,51.35040094887478,1186.27783203125
1477,35.70024944195012,51.35040094887478,1186.27783203125
1502,35.70024944195012,51.35040094887478,1186.27783203125
1528,35.70024944195012,51.35040094887478,1186.27783203125
1552,35.70024944195012,51.35040094887478,1186.27783203125
1577,35.70024944195012,51.35040094887478,1186.27783203125
1602,35.70024944195012,51.35040094887478,1186.27783203125
1627,35.70024944195012,51.35040094887478,1186.27783203125
1652,35.70024944195012,51.35040094887478,1186.27783203125
1677,35.70024944195012,51.35040094887478,1186.27783203125
1703,35.70024944195012,51.35040094887478,1186.27783203125
